job_title,company_name,location,salary,skills,date_posted
Strategy Data Analyst,LYNEER CORP (SINGAPORE) PTE. LTD.,Singapore,"5 - 7 Years
•
USD 78,000 - 102,000 per month","Metabase
BigQuery
Tableau
Sql",Posted a month ago
Data Analyst,SCIENTE INTERNATIONAL PTE. LTD.,Singapore,"3 - 6 Years
•
USD 48,000 - 60,000 per month","segmentation techniques
AI applications
Looker Studios
Data Modelling
google sheets
PostgreSQL
data mining
Database Design
Hubspot
Sql",Posted a month ago
Data Analyst (JD#9784),ZENITH INFOTECH (S) PTE LTD.,Singapore,"3 - 6 Years
•
USD 42,000 - 60,000 per month","CFT
R
Aml
Machine Learning
Powerbi
Qlik
Tableau
Sql",Posted a month ago
Data Analyst (JD#9823),Mighty Bear Games,Singapore,"1 - 4 Years
•
USD 48,000 - 60,000 per month","Machine Learning
Powerbi
Qlik
Tableau
Python
Sql",Posted a month ago
"Senior Data Analyst, Data Management Unit (Healthcare Sector) - #SM",GMP Technologies,Singapore,"2 - 4 Years
•
USD 57,600 - 67,200 per month","OAS
R
MS Access
UiPath RPA
Ms Excel
Qlik Sense
Power Bi
Sql Query
SAS
Tableau
OBIEE
Qlikview
Python",Posted a month ago
Aug/Sept 2025 Data Analyst (HealthTech Associate Programme),Shopee,Singapore,Fresher,"R
Data Mining techniques
Pl Sql
Python
Sql",Posted a month ago
Associate Data Analyst,Shopee,Singapore,Fresher,"Powerbi
Tableau
Excel
Sql",Posted a month ago
Associate Data Analyst,IKAS INTERNATIONAL (ASIA) PTE. LTD.,Singapore,Fresher,"Powerbi
Tableau
Excel
Data Modelling
Sql
Python
ELT
Etl",Posted a month ago
"Associate Manager, Data Analyst",Munich Re,Singapore,5 - 7 Years,"Dimensional modelling
R
Alteryx
Power Bi
Azure Synapse analytics
Azure Databricks
Data Analytics
Azure Cloud
Azure Machine learning
Spark
Python
Azure Devops",Posted a month ago
Senior Data Analyst,PASONA SINGAPORE PTE. LTD.,Singapore,5 - 7 Years,"Big Query
Looker Studio
Google Docs
google sheets
Tableau",Posted a month ago
Data Analyst - Global Payment - Singapore,ACTIVATE INTERACTIVE PTE LTD,Singapore,5 - 7 Years,"Java
Golang
Hive
Spark
Sql",Posted a month ago
Data Analyst,OCBC,Singapore,Fresher,"Building statistical ML models
Statistical machine learning
Unit regression testing
Pyspark
Data Cleaning
Databricks
Sql
Python",Posted a month ago
Data Analyst,XFERS PTE. LTD.,Singapore,Fresher,"Precisely
data governance tools
Collibra
Excel
Informatica",Posted a month ago
TikTok Shop - Data Analyst Intern - 2025 Start,WILLIAMS-SONOMA SINGAPORE PTE. LTD.,Singapore,Fresher,"data statistics
Scripting Language
Excel
Python
Sql",Posted a month ago
E-commerce Data Analyst,90 SECONDS PTE. LTD.,Singapore,3 - 5 Years,"Data Analysis
R
data statistics
Python
Sql",Posted a month ago
"Data Analyst, Singapore",,Singapore,5 - 7 Years,"Hive
Hadoop
Sql",Posted a month ago
Aug/Sept 2025 Data Analyst (HealthTech Associate Programme),LYNEER CORP (SINGAPORE) PTE. LTD.,Singapore,Fresher,"R
Data Mining techniques
Pl Sql
Python
Sql",Posted a month ago
TikTok Shop - Data Analyst,PYLON.AI PTE. LTD.,Singapore,3 - 5 Years,"Modeling
R
ab testing
Optimization
advanced measurement
causal inference
Python
Sql",Posted a month ago
Data Analyst (BI&A) - SeaMoney Credit,CTES CONSULTING PTE. LTD.,Singapore,Fresher,"Business Intelligence
Analytics
data engineering
Data Analytics
Python
Sql",Posted a month ago
Data Analyst,CTES CONSULTING PTE. LTD.,Singapore,7 - 9 Years,"Statistical Knowledge
Data storytelling
Hadoop
Spark
Sql
Python",Posted a month ago
Senior/ Data Analyst (Data Engineering) (Contract),AD ASTRA CONSULTANTS PRIVATE LTD.,Singapore,2 - 5 Years,"RAG Retrieval-Augmented Generation tools
Plotly
Scikit-Learn
Dash
Scipy
SQL Server
Sql
Numpy
Django
Pandas
Docker
Restful Apis
Kubernetes
Python
AWS",Posted a month ago
Data Analyst Intern,SPH MEDIA LIMITED,Singapore,Fresher,"ChatGPT
Amazon Q
dbt
AI technologies
Apache Superset
Redshift
Sql",Posted a month ago
Data Analyst,ETHOS SEARCH ASSOCIATES PTE. LTD.,Singapore,2 - 5 Years,"Looker
Tableau
Google Analytics
Excel
Sql",Posted a month ago
Aug/Sept 2025 Data Analyst (HealthTech Associate Programme),Ubisoft,Singapore,Fresher,"R
Data Mining techniques
Pl Sql
Python
Sql",Posted a month ago
"Data Analyst, Singapore",SWAT MOBILITY PTE. LTD.,Singapore,5 - 7 Years,"Hive
Hadoop
Sql",Posted a month ago
Senior/ Data Analyst (Data Engineering) (Contract),WILLIAMS-SONOMA SINGAPORE PTE. LTD.,Singapore,"2 - 4 Years
•
USD 48,000 - 72,000 per month","RAG Retrieval-Augmented Generation tools
clinical AI design
system integration
Docker
SQL Server
Restful Apis
Kubernetes
Sql
AWS",Posted a month ago
Senior/ Data Analyst (Data Engineering) (Contract),XFERS PTE. LTD.,Singapore,2 - 5 Years,"RAG Retrieval-Augmented Generation tools
Plotly
Scikit-Learn
Dash
Scipy
SQL Server
Sql
Numpy
Django
Pandas
Docker
Restful Apis
Kubernetes
Python
AWS",Posted a month ago
Data Analyst (Contract),90 SECONDS PTE. LTD.,Singapore,1 - 3 Years,"R
Qlik Sense
Machine Learning
Hadoop
Artificial Intelligence
Power Bi
Tableau
Python
Sql",Posted a month ago
Data Analyst - AI Innovation Business,SCIENTE INTERNATIONAL PTE. LTD.,Singapore,3 - 5 Years,"Machine Learning
data mining
Sql
Python",Posted a month ago
Data Analyst ( Power BI SQL MDM ),SCIENTE INTERNATIONAL PTE. LTD.,"Singapore, Raffles Link / Raffles Place","2 - 4 Years
•
USD 60,000 - 72,000 per month","Data Quality
Data Management
Data Migration
Power Bi
Data Governance
Sql",Posted a month ago
Senior Data Analyst (Marketing),TALENTS@WORK PTE. LTD.,Singapore,5 - 7 Years,"Data Analysis
Powerbi
Sql",Posted a month ago
Data Analyst,Synapxe,Singapore,3 - 8 Years,"Data Mapping
Data Migration
Data Profiling
Itil",Posted a month ago
Senior Data Analyst,,"Shenton Way, Singapore","8 - 11 Years
•
USD 96,000 - 120,000 per month","Analytical Skills
Pipelines
metadata
Business Intelligence
data engineering
Data Management
Uat
Tableau
Informatica
Data Integration
Sql
Databases
Javascript
Data Visualization
Data Analytics
Python",Posted a month ago
Data Analyst,PYLON.AI PTE. LTD.,Singapore,2 - 4 Years,"machine learning techniques
Power Bi
Tableau
Etl Process
Python
Sql",Posted a month ago
Senior/ Data Analyst (Data Analytics) (Contract),Aon,Singapore,"2 - 5 Years
•
USD 48,000 - 72,000 per month","R
Plotly
statistical software
Scikit-Learn
Numpy
Scipy
Pandas
Tableau
Python
AWS",Posted a month ago
Data Analyst (Proficient in Hindi/Tamil Language),Aon,Singapore,Fresher,"Tableau
Python
Sql",Posted a month ago
Data Analyst (Proficient in Hindi/Tamil Language),KPMG Singapore,Singapore,Fresher,"data analysis tools
search and recommendations engines
large language models
Machine Learning
Tableau
Python
Sql",Posted a month ago
"Data Analyst (Tableau, R, Python, SQL, Power BI, Advanced Excel)",Sleek,"Singapore, Bukit Batok","1 - 4 Years
•
USD 42,000 - 60,000 per month","Macros
Power Bi
Tableau
Microsoft Excel
Sql
Python",Posted a month ago
Data Solution Operations - Analyst,ByteDance,Singapore,Fresher,"Data Analysis Tools
Visio
Jupyter Notebook
Microsoft Office Suite
Confluence
Alteryx
Collibra
Tableau
Excel
Python
Sql",Posted 2 days ago
IT Business Analyst (Data Analytics / Agile),Aon,Singapore,3 - 5 Years,"legacy system modernization
interactive visualisation dashboards
Design Thinking
application solution design
analytics architecture
feature engineering
Waterfall
Power Bi
Testing
Big Data Technologies
Service Design
Enterprise Architecture
Tableau
Data Manipulation
Data Cleansing
It Business Analysis
Agile
Etl Tools
Data Governance
cloud solutions
Python",Posted 2 days ago
"AIML - Data Operations Annotation Analyst, Vietnamese (12 months contract)",N2S.Global,Singapore,Fresher,"Analytical Skills
Experience in content review or a similar environment
Attention To Detail
Critical thinking skills
Ability to independently navigate systems and tools",Posted a day ago
"IT Application Analyst, Data & Process Analytics",TikTok,"Singapore, Bendemeer",5 - 7 Years,"Data Process Analytics Systems
Power Bi
Microsoft Azure
Data Modelling
Data Warehousing
Dax
Sql",Posted 2 days ago
IT Analyst (Data),TikTok,Singapore,5 - 7 Years,"Power Bi
Ansible
Tableau
SSIS
Mssql
Sql
Qliksense
Aws S3",Posted 2 days ago
IT Analyst (Data),TikTok,Singapore,5 - 7 Years,"Power Bi
Ansible
Tableau
SSIS
Mssql
Sql
Qliksense
Aws S3",Posted 2 days ago
Business Analyst - Data Conversion (NGEMR),Synapxe,"Singapore, North Buona Vista",10 - 13 Years,"Hl7
Sftp
Dicom
Sql",Posted 2 days ago
Demand Analyst (Data Scientist),TikTok,Singapore,4 - 7 Years,"R
Machine Learning
Google Cloud Platform
Microsoft Power Bi
Data Visualization
Big Data
Python
Sql",Posted 2 days ago
Data and Pricing Analyst,SeaMoney,Singapore,5 - 8 Years,"actuarial techniques
Pricing Models
technology implementation
Data Analytics
Data Transformation",Posted 2 days ago
IT Analyst (Data),Stripe,Singapore,5 - 7 Years,"Power Bi
Ansible
Tableau
Mssql
SSIS
Qliksense
Sql
Aws S3",Posted 2 days ago
Data Researcher/ Research Analyst,NATIONAL UNIVERSITY HEALTH SERVICES GROUP PTE. LTD.,"Singapore, Marina",1 - 3 Years,"Qualitative Research
Powerpoint
Microsoft Office
Excel",Posted 2 days ago
Technical Business Analyst - Data Engineering & AI (Investment Bank),,Singapore,8 - 11 Years,"AI Technologies
AI Frameworks
Business Analysis
data engineering
Data Modeling
Sql",Posted 2 days ago
"IT Business Intelligence Analyst, Data & Analytics",Aon,"Singapore, Tai Seng",3 - 5 Years,"Azure DevOps Services
Analysis Services
Statistical Techniques
Azure Repos
Power Bi
Data Warehouse
Power Query
Sql
Data Lake
Data Analytics
Dax
Etl",Posted 2 days ago
"[Temp for 7 months] Analyst (Data Office), SPR",Razer Inc.,Singapore,Fresher,"R
survey design
Data Cleaning
Microsoft Excel",Posted 10 days ago
"Intermediate Business Analyst, Data Solutions",foodpanda,"Singapore, Marina","2 - 4 Years
•
USD 84,000 - 132,000 per month","Data Analysis
Sybase
Tsql
Oracle
Sql",Posted 17 days ago
"IT Application Analyst, Data & Process Analytics",Synapxe,"Singapore, Bendemeer","5 - 7 Years
•
USD 72,000 - 108,000 per month","Sap Erp
Data Process Analytics Systems
SalesForce
Requirements Gathering
Microsoft Azure
Data Modelling
Data Warehousing
Dax
Sql",Posted 17 days ago
Business Analyst (Data Warehouse & Analytics),TikTok,"Singapore, North Buona Vista","7 - 9 Years
•
USD 72,000 - 108,000 per month","project management
advanced analytics tools
Business Intelligence
Advanced Analytics
Data Warehouse
Data Management",Posted 17 days ago
"Business Analyst, Data Governance (Bank l Contract) Up to $8K",NATIONAL UNIVERSITY HEALTH SERVICES GROUP PTE. LTD.,Singapore,"3 - 5 Years
•
USD 60,000 - 96,000 per month","data quality principles
data governance best practices
Python
Sql",Posted 17 days ago
Business Analyst (Data),NATIONAL UNIVERSITY HEALTH SERVICES GROUP PTE. LTD.,"Shenton Way, Singapore","3 - 6 Years
•
USD 96,000 - 132,000 per month","snowflake
Microsoft Sql Server
Oracle
Python
Sql",Posted 17 days ago
Lead/ Senior Research Analyst (Data Science),JTC Corporation,Singapore,Fresher,"reinforcement learning
Econometric studies
Large language models
Operations Research
Natural experiments
Cluster Analysis
Predictive Analytics",Posted 16 days ago
AIML - Data Operations Annotation Analyst (Vietnamese),ByteDance,"Singapore, Ang Mo Kio","1 - 4 Years
•
USD 36,000 - 42,000 per month","Analytical Skills
Attention To Detail
Critical thinking skills
Experience in content review",Posted 17 days ago
"Operations Analyst, Data Services",RANDSTAD PTE. LIMITED,Singapore,2 - 4 Years,"BBG
Reuters
ssi
Client Reference Data
Microsoft Excel",Posted 15 days ago
Business Analyst - Data Management,ExpressVPN,Singapore,"8 - 10 Years
•
USD 96,000 - 144,000 per month","Powerpoint
Alteryx
Confluence
Tableau
Jira
Excel",Posted 17 days ago
SAP Data Migration Analyst,Shell Infotech,Singapore,"3 - 5 Years
•
USD 54,000 - 78,000 per month","Pmp
SAP implementation methodologies
Cbap
Prince2
Sap Data Migration
Itil",Posted a month ago
Data/BI Analyst (PowerBI),LYNEER CORP (SINGAPORE) PTE. LTD.,Singapore,"3 - 5 Years
•
USD 60,000 - 78,000 per month","Powerbi
Azure
Sql",Posted a month ago
Data Management Analyst,Tech Grid Asia,Singapore,"4 - 6 Years
•
USD 72,000 - 126,000 per month","Investment Data Domain Knowledge
Data Quality Checks
Documentation Support
data reconciliation
Data Management
Oracle Pl Sql",Posted a month ago
Data Team Analyst,NATIONAL UNIVERSITY HEALTH SERVICES GROUP PTE. LTD.,"Singapore, Temasek Avenue","2 - 4 Years
•
USD 104,400 - 135,600 per month","Power Apps
Git
Data Factory
Power Bi
Databricks
Python
Sql
Azure DevOps",Posted a month ago
Data/BI Analyst (PowerBI),Manpower Singapore,"Singapore, Temasek Boulevard","3 - 5 Years
•
USD 60,000 - 84,000 per month","Powerbi
Azure
Sql",Posted a month ago
Data Team Analyst,,"Singapore, Temasek Avenue","2 - 4 Years
•
USD 104,400 - 135,600 per month","Power Apps
Git
Data Factory
Power Bi
Databricks
Python
Sql
Azure DevOps",Posted a month ago
Data Management Analyst,Razer Inc.,Singapore,"4 - 6 Years
•
USD 72,000 - 126,000 per month","Investment Data Domain Knowledge
Data Quality Checks
Documentation Support
data reconciliation
Data Management
Oracle Pl Sql",Posted a month ago
Data Quality Analyst - Aviation,Manpower Singapore,Singapore,Fresher,"Data Migration
Data Cleansing
Python
Sql",Posted a month ago
"Manager/ Senior Manager, Data Business Analyst",ALLIANCE HEALTHCARE GROUP LIMITED,"Singapore, Kallang",5 - 7 Years,"Power Bi
Tableau
Python
Sql",Posted a month ago
Data Management Analyst,"JPMORGAN CHASE BANK, N.A.",Singapore,3 - 5 Years,"MSSQL Server Management Studio
Data quality principles
Crm Systems
Master Data Management
Data management tools
Sql Queries
Power Bi
Microsoft Sql Server
Data Governance
Excel",Posted a month ago
Data Operations Analyst,SCIENTEC CONSULTING PTE. LTD.,Singapore,3 - 5 Years,"Linux
SQL Server
Windows
Python
AWS",Posted a month ago
Data Insight Analyst,Apple,Singapore,Fresher,Risk management principles,Posted a month ago
Market Research Analyst (Business | Data),GETINGE SOUTH EAST ASIA PTE. LTD.,"Singapore, Jurong East",5 - 7 Years,"Qualitative Research
Data collection methods
Data Analysis
Quantitative Research
Market research
Interpretation
Data management tools
Report Writing
survey design
BI Visualization tools
Tableau
Sql",Posted 2 days ago
IT Business Analyst (Agile / Data Analytics) - spvw,ACHIEVE SUCCESS PTE. LTD.,"Singapore, Maritime Square",4 - 6 Years,"modernization of legacy systems
cloud-based solutions
Design Thinking
pre-processing
feature engineering
interactive dashboards
Data Manipulation
Power Bi
Big Data Technologies
Enterprise Architecture
Service Design
Tableau
Data Cleansing
Etl Tools
Data Visualization
Python",Posted 2 days ago
Data Quality Engineer/Analyst,ACHIEVE SUCCESS PTE. LTD.,"Eunos, Singapore","2 - 4 Years
•
USD 72,000 - 144,000 per month","data engineering
Unit Testing
Machine Learning Algorithms
Data Analytics
Python",Posted a month ago
Data Quality Engineer/Analyst - A24122,SYNAPXE PTE. LTD.,"Eunos, Singapore","2 - 4 Years
•
USD 72,000 - 144,000 per month","data engineering
Unit Testing
Machine Learning Algorithms
Data Analytics
Python",Posted a month ago
"Project Business Analyst (Data Analytics, Cloud)",SEARCHASIA CONSULTING PTE. LTD.,"Singapore, North Buona Vista","7 - 9 Years
•
USD 60,000 - 96,000 per month","Informatica IDMC
Data Cataloguing
Hadoop
Power Bi
Apache Spark
Tableau
Data Warehouse
Devops
Git
Docker
Advanced Analytics
Databricks
Aws Cloud
Data Governance
Kubernetes",Posted a month ago
Business Analyst - Data Governance | Contract | Bank,CANOPIUS ASIA PTE. LTD.,Singapore,3 - 5 Years,"data quality principles
data governance best practices
Python
Sql",Posted a month ago
"Analyst, Data Governance (Job ID: 10068361)",ACHIEVE TALENTS PTE. LTD.,Singapore,"1 - 3 Years
•
USD 40,800 - 53,832 per month","Data Quality Monitoring
Data Governance
Microsoft Excel",Posted a month ago
"Intermediate Business Analyst, Data Solutions",CLARKSONS SINGAPORE PTE. LIMITED,"Singapore, Marina","2 - 4 Years
•
USD 84,000 - 132,000 per month","Data Analysis
Kanban
Sybase
Scrum
Jira
Tsql
Oracle
Sql",Posted a month ago
Data and Billing Analyst,ARGYLL SCOTT CONSULTING PTE. LTD.,Singapore,"2 - 4 Years
•
USD 42,000 - 54,000 per month","Oracle System
Other ERP software
data visualization tools
automation
Oracle Ebs
Microsoft Excel
Sql
ELT
Etl",Posted a month ago
Senior Associate IT Data Centre Operations Analyst (Network & Security),EU YAN SANG INTERNATIONAL LTD,Singapore,3 - 5 Years,"Cisco CCNP certification
Chef
Cisco products
optimization technologies
network routing and switching technologies
Algosec
network automation
Routers
network security
Switches
Bluecoat Proxy
Wlan
Cisco Aci
Palo Alto
Ansible
F5 Load Balancer
Checkpoint Firewall
Load Balancing",Posted a month ago
Senior Associate IT Data Centre Operations Analyst (Systems),,Singapore,3 - 5 Years,"HPE Compute
Chef
VMWare
Puppet
Veeam
Powershell
Itil
Ansible
Json
Netbackup
AWS
Vsan
Python
Azure
Gcp",Posted a month ago
Business Analyst (Data Migration),Manpower Singapore,Singapore,3 - 5 Years,"Data Quality Management
Business Analysis
Testing and Validation
It Service Management
Data Migration
Performance Monitoring",Posted a month ago
IT Application Analyst (Data & Process Analytics),Public Service Division,Singapore,5 - 7 Years,"Sap Erp
Data Process Analytics Systems
SalesForce
Power Bi
Requirements Gathering
Microsoft Azure
Data Warehousing
Data Modelling
Dax
Sql",Posted a month ago
Market Research Analyst (Business | Data),ANTAES ASIA PTE. LTD.,Singapore,5 - 7 Years,"Preference segmentation
Data collection methods
Residual analysis
Advanced regression modelling
Adjusted chi-square
BI Visualization tools
Ms Excel
Tableau
Data mining
Sql",Posted 10 days ago
AI Project Manager/Business Analyst (Big Data) | Contract,GETINGE SOUTH EAST ASIA PTE. LTD.,Singapore,"5 - 7 Years
•
USD 102,000 - 120,000 per month","Visio
metadata management tools
Confluence
JIRA
Big Data Technologies",Posted 17 days ago
"Senior Analyst/AVP, Data Analytics Solutions",SYNAPXE PTE. LTD.,Singapore,"3 - 5 Years
•
USD 60,000 - 96,000 per month","Market Intelligence
Data analytics solutions
Data handling framework
data models
Analytics models",Posted 17 days ago
AI Project Manager/Business Analyst (Big Data) | Contract | Bank,MANPOWER STAFFING SERVICES (SINGAPORE) PTE LTD,Singapore,"5 - 7 Years
•
USD 102,000 - 120,000 per month","Project Management
Visio
metadata management tools
Confluence
Agile
JIRA
Big Data Technologies",Posted 17 days ago
Gen AI Evaluators,APAR TECHNOLOGIES PTE. LTD.,Singapore,"SGD 3,200 - 5,500 per month","Gen AI
Ms Office",Posted 4 hours ago
Salesforce Analyst,CPF Board,Singapore,1 - 5 Years,"Analyst
salesforce",Posted 14 days ago
SAS Analyst,APPLE SOUTH ASIA PTE. LTD.,Raffles Link / Raffles Place,,Sas,Posted 14 days ago
SAS Analyst,TD,Shenton Way,1 - 2 Years,"SAS Configuration
Base Sas
Sas Macro
SAS SQL
Sas Base
SAS",Posted 14 days ago
Data & Analytics Lead,THAKRAL ONE PTE. LTD.,Singapore,"10 - 15 Years
•
SGD 15,000 - 20,000 per month","Kafka
Azure
Python",Posted 23 days ago
Data Engineer,TRINITY CONSULTING SERVICES PTE. LTD.,Singapore,SGD 100 - 100 per month,"metadata
Java
python
Sql",Posted a month ago
Metadata Analysis,SC SHIPPING SINGAPORE PTE. LTD.,Singapore,,"Meta Data
metadata lifecycle
meta data management
Data Governance",Posted a month ago
N/A,ASTEK SINGAPORE INNOVATION TECHNOLOGY PTE. LTD.,N/A,N/A,N/A,N/A
N/A,PHILLIPS 66 INTERNATIONAL TRADING PTE. LTD.,N/A,N/A,N/A,N/A
N/A,NEWPORT TANK CONTAINERS SINGAPORE PTE. LTD.,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A
N/A,PHILLIPS 66 INTERNATIONAL TRADING PTE. LTD.,N/A,N/A,N/A,N/A
N/A,ASTEK SINGAPORE INNOVATION TECHNOLOGY PTE. LTD.,N/A,N/A,N/A,N/A
N/A,Independent Consultant,N/A,N/A,N/A,N/A
N/A,Kallang Alive Sport Management Co Pte. Ltd.,N/A,N/A,N/A,N/A
N/A,SPD Scientific,N/A,N/A,N/A,N/A
N/A,Point72,N/A,N/A,N/A,N/A
N/A,Hytech,N/A,N/A,N/A,N/A
N/A,ST ENGINEERING INFO-SECURITY PTE. LTD.,N/A,N/A,N/A,N/A
N/A,SCIENTEC CONSULTING PTE. LTD.,N/A,N/A,N/A,N/A
N/A,ACTIVATE INTERACTIVE PTE LTD,N/A,N/A,N/A,N/A
N/A,ACTIVATE INTERACTIVE PTE LTD,N/A,N/A,N/A,N/A
N/A,SYNAPXE PTE. LTD.,N/A,N/A,N/A,N/A
N/A,Manpower Singapore,N/A,N/A,N/A,N/A
N/A,"MUFG BANK, LTD. SINGAPORE BRANCH",N/A,N/A,N/A,N/A
N/A,ANTAES ASIA PTE. LTD.,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A
N/A,PHILLIPS 66 INTERNATIONAL TRADING PTE. LTD.,N/A,N/A,N/A,N/A
N/A,YCH GROUP PTE LTD,N/A,N/A,N/A,N/A
N/A,"NTT DATA, Inc.",N/A,N/A,N/A,N/A
N/A,"NTT DATA, Inc.",N/A,N/A,N/A,N/A
N/A,Nicoll Curtin,N/A,N/A,N/A,N/A
N/A,Getinge,N/A,N/A,N/A,N/A
N/A,Jobscentral,N/A,N/A,N/A,N/A
N/A,MANPOWER STAFFING SERVICES (SINGAPORE) PTE LTD,N/A,N/A,N/A,N/A
N/A,SUMITOMO MITSUI BANKING CORPORATION Singapore Branch,N/A,N/A,N/A,N/A
N/A,MANPOWER STAFFING SERVICES (SINGAPORE) PTE LTD,N/A,N/A,N/A,N/A
N/A,Helius Technologies Pte Ltd,N/A,N/A,N/A,N/A
N/A,Argyll Scott Singapore Pte Ltd,N/A,N/A,N/A,N/A
N/A,Ascendion,N/A,N/A,N/A,N/A
N/A,Ascendion,N/A,N/A,N/A,N/A
N/A,Evolution Recruitment Solutions PTE. LTD.,N/A,N/A,N/A,N/A
N/A,Apar Technologies Private Limited,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A
N/A,YCH GROUP PTE LTD,N/A,N/A,N/A,N/A
N/A,Elliott Moss Consulting Pte Ltd,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A
N/A,Elliott Moss Consulting Pte Ltd,N/A,N/A,N/A,N/A
